aw_deep_link,product_name,aw_product_id,merchant_product_id,merchant_image_url,description,merchant_category,search_price,merchant_name,category_name,merchant_id,category_id,delivery_cost,brand_name,model_number,display_price,ean,isbn,upc,mpn,parent_product_id,product_GTIN
https://www.awin1.com/pclick.php?p=28305864529&a=87679&m=1311,JB24CN1811DVD,28305864529,JB24CN1811D,http://services4.rpdns.co.uk/garimg/JB24CN1811DVD_1.jpg,"The&nbsp;JB-24CN1811DVD is a 24&quot; TV from Mitchell &amp; Brown which has built in DVD- player and Freeview HD T2 Tuner, giving you plenty to watch right out of the box. For even more ways to watch you can connect your satellite box, games console or any other HDMI equipped device with the 1 HDMI sockets.  It's USB port allows you to enjoy your music, movies or photos from a USB memory stick.  A TV that's a great fit for any room in your home.","Up to 32inch TVs",249.00,"Electrical Discount UK",Televisions,1311,9,"GB:0.00 GBP",Mitchell-and-Brown,,GBP249.00,,,,,,5050929005629
https://www.awin1.com/pclick.php?p=28305864533&a=87679&m=1311,JB32FV1811,28305864533,JB32FV1811,http://services4.rpdns.co.uk/garimg/JB32FV1811_1.jpg,"The&nbsp;JB-32FV1811 is a 32&quot; TV packed with amazing features. It has Freeview HD Tuner built-in, giving you plenty to watch right out of the box. Equipped with 2 HDMI inputs allowing you to connect a satellite box, games console or any other HDMI equipped device. Also comes equipped with a USB input, giving you the option to enjoy your music, movies or photos.  A great TV for all your entertainment needs.","Up to 32inch TVs",279.00,"Electrical Discount UK",Televisions,1311,9,"GB:0.00 GBP",Mitchell-and-Brown,,GBP279.00,,,,,,5055862331194
https://www.awin1.com/pclick.php?p=30480664133&a=87679&m=1311,50P725K,30480664133,50P725K,http://services4.rpdns.co.uk/garimg/50P725K_1.jpg,"The latest standard for 4K UHD content is High Dynamic Range. It expands the range of both contrast and colour significantly. HDR reproduces accurately light and dark shades with precise colours and dazzling detail images. With HDR content and sources being yet to reach heights of popularity, SMART HDR upgrades Standard Dynamic Range (SDR) content to HDR-like picture quality, allowing viewers to enjoy all of their favourite content in the highest picture quality possible. Additionally, on native HDR content, SMART HDR dynamically improves content and adapts it to the screen capabilities. Through AI and HDR scene identification, SMART HDR improves both dark and bright scenes. On dark scenes, it supplements the level of brightness to express objects hidden in darker shadows. On brighter content scenes, SMART HDR increases the level of contrast ratio to differentiate objects from the background. It makes the picture more layered and rich, resulting in more image details on the screen for an overall better lifelike picture.  Micro Dimming analyses the TV picture in around one hundred separate zones to adapt the brightness. Picture quality is significantly improved for an exceptional visual experience, especially in the dark.  Android TV makes it easier to get more from your TV.&nbsp; -&nbsp;Choose from 500,000+ movies and shows from across streaming services.&nbsp;Control your TV, get recommendations of what to watch, dim the lights and more with your voice by asking Google Assistant*. Cast photos, videos, and music from smart devices to your TV with Chromecast built-in TCL Android TVs offer a hands-free TV experience through far field control.  Without a remote and from a distance, you can use your voice to access, launch, and control content, turn on your TV, switch inputs, adjust the volume, search for content, and more. It's so easy: talk to your TV as you would talk to your friends!  Amazon Alexa lives in the cloud and is always getting smarter. Ask Alexa to play music, hear the news, check the weather, adjust the TV volume, change the TV channel, control your smart home, and more.  With YouTube, you can see what the whole world is watching, from the most popular music videos, video games and popular entertainment programmes, via the news and much more. Subscribe to the channels you like, share with your friends, and watch content on any device, now available in 4K UHD quality.  Amazon Prime Video -&nbsp;Thousands of popular movies &amp; TV shows, award-winning Prime Originals, and live sports. Plus, FREE One-Day Delivery on millions of items. Watch anywhere. Cancel anytime.  **** Netflix* is one of the largest internet TV channels in the world, with a range of programmes designed to have something for everyone. Watch programmes scheduled just for you, including Netflix original series and award-winning films and documentaries. Now available in 4K UHD HDR quality. ****","46inch to 55inch TVs",349.00,"Electrical Discount UK",Televisions,1311,9,"GB:0.00 GBP",TCL,,GBP349.00,,,,,,5901292515973
https://www.awin1.com/pclick.php?p=30480664135&a=87679&m=1311,65C825K,30480664135,65C825K,http://services4.rpdns.co.uk/garimg/65C825K_1.jpg,"STRIKING BRIGHTNESS: Thousands of Mini LEDs deliver incredible brightness, for dramatic highlights and richer, more lifelike HDR performance. PRECISION CONTRAST CONTROL: Precisely controlled Mini LEDs in an active matrix backlight yields breath-taking contrast, capable of displaying deeper blacks and brighter whites simultaneously, for greater depth, detail and dimension.  Thanks to state of the art Quantum Dot technology, this TCL TV delivers genuine cinematic colour made from over a billion colours and shades. All of the colours that cinema cameras can capture. They make it possible to deliver a level of colour reproduction, detail and depth which are unrivalled by any other LED or OLED TV.  The latest standard for UHD content is High Dynamic Range. HDR PRO provides a superior High Dynamic Range experience with great contrast, shadow detail and vivid accurate colours. Experience incredible picture detail as the film makers intended. The picture you see is as detailed as it is in the real world. Dive further into the depth and detail! On TCL TV&rsquo;s, 4K HDR PRO combined with quantum dot provides a superior High Dynamic Range (HDR) experience delivering accurate colours and finest details.  100Hz native display for premium motion on fast moving images. Enjoy fast- moving images, such as sports or action movies, with life-like smoothness and sharper details thanks to our 100Hz native display. Nothing can beat 100Hz native motion.  On fast moving actions, you don&rsquo;t want to miss a detail. MEMC TCL&rsquo;s proprietary software algorithm steps up to the plate while you&rsquo;re watching sports, fast- paced shows or movies. Helping reduce motion display blur and keeping motion trails to a minimum &ndash; your viewing experience will always be crystal clear.  There are a lot of ways to get the best 4K HDR picture quality on TV: HDR10, HDR HLG, HDR10+, HDR DOLBY VISION. This TCL TV supports them all! Make sure you can fully use the maximum capacity of your 4K HDR TV: whether you enjoy Dolby Vision content on Netflix, Disney+ or HDR 10+ content on Amazon Prime Video, this 4K HDR TCL TV will always support the best format.  For gamers, a responsive TV is just as important as one with a good picture.  HDMI 2.1 ensures compatibility with latest game console generations and enables functions like ALLM (Auto Low Latency mode). ALLM allows the video games console or PC graphics card to automatically switch the TV into game mode for a super-fast TV game input lag below 15 ms*.  *Latest HDMI 2.1 game console generation or HDMI 2.1 PC gaming device required.  ONKYO speakers, specially designed for sound clarity and precision allow a more realistic Dolby Atmos sound experience at home. Crystal clear quality: Whether it's intimate dialogue or a complex soundscape, every detail comes alive in rich clarity and depth, so you won&rsquo;t miss a thing. Feel more: Turn up the volume on your emotions with audio so rich and pure, you&rsquo;ll feel a stronger connection to the characters and music.  Dolby Atmos and the double-D symbol are registered trademarks of Dolby Laboratories.  This magnetic 1080P wide angle video camera will unlock the potential of your TV. This camera enables watch and chat applications so that you can stay close to your loved ones or share your experiences on the big screen. Extra functions like gesture control or facial recognition are coming soon so that you can use the best of your TV. With Google Duo*, effortlessly make one-to-one calls, or join group calls with Google's video chat App. Send notes, voice or video memos, and much more. Enjoy greater convenience with 1080p wide angle magnetic video camera. Free high-quality Google Duo video calls have never been made so wide.  With advanced Hands-Free voice control combined to Google Assistant, TCL's Android TV makes life smart and simple. Meet your Google Assistant* TCL Android TV comes with Google Assistant* built in. Ask it questions. Tell it to do things. It&rsquo;s your own personal Google, always ready to help with over 1 million actions. The more you use it, the more it learns and helps you out. Instantly find your preferred applications and access your content.  Ask it anything -&nbsp;Search for any content on Justice League. Ask your Assistant for the weather tomorrow, find the next game of your preferred football team and more.  Tell it to do things -&nbsp;Tell your Assistant to play the latest TV show on Netflix or control sound volume on your TV, open a music playlist from YouTube and much more.  Control home devices -&nbsp;Now you can dim the lights or control other smart home devices with your voice and all without leaving what you&rsquo;re watching.  Google Duo -&nbsp;Free, Simple, high-quality video calls with your TCL TV. Face to face, with up to 32 people: Bring together all the people who matter most, even when you&rsquo;re apart, with group calling. Connect with your closest friends and family: Google Duo works perfectly on your TCL Android TV. You will never miss another moment with any of your friends and family. Your calls remain private with end-to-end encryption: Whether it's a one-to-one or group call, your conversations on Duo will always stay private with end-to-end encryption. *Requires sign-in with a Google account.  Amazon Alexa lives in the cloud and is always getting smarter. Ask Alexa to play music, hear the news, check weather, adjust TV volume, change the TV channel, control your smart home, and more.  No frame on the front for a bigger screen and more picture that you love. This ultra slim design concept is using real metal, making it not only an elegant piece of craftsmanship but also a durable one that will blend into your living space. A timeless piece of Art Design elevating and blending perfectly into your living space.  Elegant and smart: the bezeless luxury design of TCL C72 Series comes with an adjustable dual stand position allowing you to place a TCL sound bar or fit this large screen TV on any surface at home. Elegance meets QLED performance and technology in a perfect harmony.  *Available on 55&rsquo;&rsquo;, 65&rsquo;&rsquo;, 75&rsquo;&rsquo;","56inch TVs and above",929.00,"Electrical Discount UK",Televisions,1311,9,"GB:0.00 GBP",TCL,,GBP929.00,,,,,,5901292515867
https://www.awin1.com/pclick.php?p=30985277419&a=87679&m=1311,43P725K,30985277419,43P725K,http://services4.rpdns.co.uk/garimg/43P725K_1.jpg,"The latest standard for 4K UHD content is High Dynamic Range. It expands the range of both contrast and colour significantly. HDR reproduces accurately light and dark shades with precise colours and dazzling detail images. With HDR content and sources being yet to reach heights of popularity, SMART HDR upgrades Standard Dynamic Range (SDR) content to HDR-like picture quality, allowing viewers to enjoy all of their favourite content in the highest picture quality possible. Additionally, on native HDR content, SMART HDR dynamically improves content and adapts it to the screen capabilities. Through AI and HDR scene identification, SMART HDR improves both dark and bright scenes. On dark scenes, it supplements the level of brightness to express objects hidden in darker shadows. On brighter content scenes, SMART HDR increases the level of contrast ratio to differentiate objects from the background. It makes the picture more layered and rich, resulting in more image details on the screen for an overall better lifelike picture.  Micro Dimming analyses the TV picture in around one hundred separate zones to adapt the brightness. Picture quality is significantly improved for an exceptional visual experience, especially in the dark.  Android TV makes it easier to get more from your TV.&nbsp; -&nbsp;Choose from 500,000+ movies and shows from across streaming services.&nbsp;Control your TV, get recommendations of what to watch, dim the lights and more with your voice by asking Google Assistant*. Cast photos, videos, and music from smart devices to your TV with Chromecast built-in TCL Android TVs offer a hands-free TV experience through far field control.  Without a remote and from a distance, you can use your voice to access, launch, and control content, turn on your TV, switch inputs, adjust the volume, search for content, and more. It's so easy: talk to your TV as you would talk to your friends!  Amazon Alexa lives in the cloud and is always getting smarter. Ask Alexa to play music, hear the news, check the weather, adjust the TV volume, change the TV channel, control your smart home, and more.  With YouTube, you can see what the whole world is watching, from the most popular music videos, video games and popular entertainment programmes, via the news and much more. Subscribe to the channels you like, share with your friends, and watch content on any device, now available in 4K UHD quality.  Amazon Prime Video -&nbsp;Thousands of popular movies &amp; TV shows, award-winning Prime Originals, and live sports. Plus, FREE One-Day Delivery on millions of items. Watch anywhere. Cancel anytime.  **** Netflix* is one of the largest internet TV channels in the world, with a range of programmes designed to have something for everyone. Watch programmes scheduled just for you, including Netflix original series and award-winning films and documentaries. Now available in 4K UHD HDR quality. ****","40inch to 45inch TVs",299.00,"Electrical Discount UK",Televisions,1311,9,"GB:0.00 GBP",TCL,,GBP299.00,,,,,,5901292515980
https://www.awin1.com/pclick.php?p=32135977713&a=87679&m=1311,JB32CN1811DVD,32135977713,JB32CN1811D,http://services4.rpdns.co.uk/garimg/JB32CN1811DVD_1.jpg,"The&nbsp;JB-32CN1811DVD is a 32&quot; TV from Mitchell &amp; Brown which has built in DVD- player and Freeview HD T2 Tuner, giving you plenty to watch right out of the box. For even more ways to watch you can connect your satellite box, games console or any other HDMI equipped device with the 3 HDMI sockets.  It's USB port allows you to enjoy your music, movies or photos from a USB memory stick.  A TV that's a great fit for any room in your home","Up to 32inch TVs",299.00,"Electrical Discount UK",Televisions,1311,9,"GB:0.00 GBP",Mitchell-and-Brown,,GBP299.00,,,,,,5050929005636
https://www.awin1.com/pclick.php?p=32628603791&a=87679&m=1311,43C725K,32628603791,43C725K,http://services4.rpdns.co.uk/garimg/43C725K_1.jpg,"Thanks to state of the art Quantum Dot technology, this TCL TV delivers genuine cinematic colour made from over a billion colours and shades. All of the colours that cinema cameras can capture. They make it possible to deliver a level of colour reproduction, detail and depth which are unrivalled by any other LED or OLED TV.  The latest standard for UHD content is High Dynamic Range. HDR PRO provides a superior High Dynamic Range experience with great contrast, shadow detail and vivid accurate colours. Experience incredible picture detail as the film makers intended. The picture you see is as detailed as it is in the real world. Dive further into the depth and detail! On TCL TV&rsquo;s, 4K HDR PRO combined with quantum dot provides a superior High Dynamic Range (HDR) experience delivering accurate colours and finest details.  On fast moving actions, you don&rsquo;t want to miss a detail. MEMC TCL&rsquo;s proprietary software algorithm steps up to the plate while you&rsquo;re watching sports, fast- paced shows or movies. Helping reduce motion display blur and keeping motion trails to a minimum &ndash; your viewing experience will always be crystal clear.  There are a lot of ways to get the best 4K HDR picture quality on TV: HDR10, HDR HLG, HDR10+, HDR DOLBY VISION. This TCL TV supports them all! Make sure you can fully use the maximum capacity of your 4K HDR TV: whether you enjoy Dolby Vision content on Netflix, Disney+ or HDR 10+ content on Amazon Prime Video, this 4K HDR TCL TV will always support the best format.  For gamers, a responsive TV is just as important as one with a good picture.  HDMI 2.1 ensures compatibility with latest game console generations and enables functions like ALLM (Auto Low Latency mode). ALLM allows the video games console or PC graphics card to automatically switch the TV into game mode for a super-fast TV game input lag below 15 ms*.  *Latest HDMI 2.1 game console generation or HDMI 2.1 PC gaming device required.  ONKYO speakers, specially designed for sound clarity and precision allow a more realistic Dolby Atmos sound experience at home. Crystal clear quality: Whether it's intimate dialogue or a complex soundscape, every detail comes alive in rich clarity and depth, so you won&rsquo;t miss a thing. Feel more: Turn up the volume on your emotions with audio so rich and pure, you&rsquo;ll feel a stronger connection to the characters and music.  Dolby Atmos and the double-D symbol are registered trademarks of Dolby Laboratories. With advanced Hands-Free voice control combined to Google Assistant, TCL's Android TV makes life smart and simple. Meet your Google Assistant* TCL Android TV comes with Google Assistant* built in. Ask it questions. Tell it to do things. It&rsquo;s your own personal Google, always ready to help with over 1 million actions. The more you use it, the more it learns and helps you out. Instantly find your preferred applications and access your content. Ask it anything -&nbsp;Search for any content on Justice League. Ask your Assistant for the weather tomorrow, find the next game of your preferred football team and more.  Tell it to do things -&nbsp;Tell your Assistant to play the latest TV show on Netflix or control sound volume on your TV, open a music playlist from YouTube and much more.  Control home devices -&nbsp;Now you can dim the lights or control other smart home devices with your voice and all without leaving what you&rsquo;re watching.  Google Duo -&nbsp;Free, Simple, high-quality video calls with your TCL TV. Face to face, with up to 32 people: Bring together all the people who matter most, even when you&rsquo;re apart, with group calling. Connect with your closest friends and family: Google Duo works perfectly on your TCL Android TV. You will never miss another moment with any of your friends and family. Your calls remain private with end-to-end encryption: Whether it's a one-to-one or group call, your conversations on Duo will always stay private with end-to-end encryption.  *Requires sign-in with a Google account.  Amazon Alexa lives in the cloud and is always getting smarter. Ask Alexa to play music, hear the news, check weather, adjust TV volume, change the TV channel, control your smart home, and more.  No frame on the front for a bigger screen and more picture that you love. This ultra slim design concept is using real metal, making it not only an elegant piece of craftsmanship but also a durable one that will blend into your living space. A timeless piece of Art Design elevating and blending perfectly into your living space.  Elegant and smart: the bezeless luxury design of TCL C72 Series comes with an adjustable dual stand position allowing you to place a TCL sound bar or fit this large screen TV on any surface at home. Elegance meets QLED performance and technology in a perfect harmony.  *Available on 55&rsquo;&rsquo;, 65&rsquo;&rsquo;, 75&rsquo;&rsquo;","40inch to 45inch TVs",329.00,"Electrical Discount UK",Televisions,1311,9,"GB:0.00 GBP",TCL,,GBP329.00,,,,,,5901292516598
https://www.awin1.com/pclick.php?p=32637529599&a=87679&m=1311,32S5200K,32637529599,32S5200K,http://services4.rpdns.co.uk/garimg/32S5200K_1.jpg,"32inch HD Ready LED SMART TV Android TV","32inch to 39inch TVs",159.00,"Electrical Discount UK",Televisions,1311,9,"GB:0.00 GBP",TCL,,GBP159.00,,,,,,5901292517205
https://www.awin1.com/pclick.php?p=32637529601&a=87679&m=1311,40ES568,32637529601,40ES568,http://services4.rpdns.co.uk/garimg/40ES568_100.jpg,"Android TV with Google Assistant* built in. -&nbsp;Ask it questions. Tell it to do things. It&rsquo;s your own personal Google, always ready to help with over 1 million actions. The more you use it, the more it learns and helps you out. Instantly find your prefered applications and access your contents.Android TV now comes with your Google Assistant built in. Just press the mic button to quickly find the latest blockbuster, check the score of the big game or dim the lights &ndash; all without leaving what you&rsquo;re watching.  Google Voice Search allows you to search content by voice at the touch of a button. Just press a button and say &ldquo;Family Guy&rdquo;. Android TV will look for the latest episodes, YouTube videos, and much more.  **** With the Google Play Store for Android TV, whatever you're into&mdash;from Netflix to YouTube to tons of games&mdash;there's an app you're sure to love. All the apps you need for cinema, sport and video can be downloaded from the Google Play Store. **** **** With Android TV, your favourite content is always front and centre. So whether you're looking for a new show to binge watch or just want to pick up where you left off, you get what you want, when you want it. With the Google Play Store for Android TV, whatever you're into - from Netflix to YouTube to tons of games - there's an app you're sure to love. **** **** With Android TV, you can quickly cast photos, videos, music, and other content you love from your favorite device right to your TV. It works with most popular devices including iPhone&reg;, iPad&reg;, Android phone and tablet, Mac&reg;, Windows&reg; laptop and Chromebook. **** **** With YouTube, you can see what the whole world is watching, from the most popular music videos to the video games and popular entertainment programs, via the news and much more. Subscribe to the channels you like, share with your friends and watch on any device. **** **** Get the most out of your content with dynamic, high quality surround sound with Dolby Audio. Whether you are watching films, TV programs, online videos or concerts, Dolby Audio guarantees you audio quality that meets your expectations. **** **** Picture Performance Index (PPI) allows to valuate picture quality by taking into consideration key elements: resolution, contrast, motion and screen type. 32ES568 combines advanced image processing technology (HD, HDR, Micro Dimming) allowing to reach a PPI of 300. ****","40inch to 45inch TVs",229.00,"Electrical Discount UK",Televisions,1311,9,"GB:0.00 GBP",TCL,,GBP229.00,,,,,,5901292513375
https://www.awin1.com/pclick.php?p=31172128293&a=87679&m=1311,50A7GQTUK,31172128293,50A7GQTUK,http://services4.rpdns.co.uk/garimg/50A7GQTUK_1.jpg,"Enjoy over one billion shades of colours can be reproduced on your display with quantum dot technology with Hisense A7G QLED 4K Smart TV. Dolby Atmos&reg; enabled QLED TV brings breakthrough immersive audio experience to your home whether it is shows, games or live sports.&nbsp; Get closer to reality with over a billion true-to-life colours. Experience a wider palette of colour up to 100% (typical value) under the DCI-P3 standard ensures smoother gradients whilst reds, greens and blues appear more vivid and realistic.  Inspired by cinema technology, Dolby Vision&trade; HDR technology can deliver highlights up to 40 times brighter and blacks that are 10 times darker than a standard picture, resulting in astonishing brightness, colour, contrast, detail and dimensionality.  Never Miss the Action with&nbsp;Sports Mode-&nbsp;Watch the action unfold seamlessly with Smooth Motion, reducing blur and screen lag for clearer, more fluid scenes.  Boost your chances of winning with input lag less than 20ms.  &nbsp;","46inch to 55inch TVs",429.00,"Electrical Discount UK",Televisions,1311,9,"GB:0.00 GBP",Hisense,,GBP429.00,,,,,,6942147465646
